,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
446,0.0,0.0,217.0,0.0,26.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SA-HIPOPOTAM-DISTLIST1,OU=TEST,OU=FIN,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,SA-HIPOPOTAM-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4025,SA-hipopotam-distlist1,1742159263.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],243.0,,,,0.0,0.49885057471264366,0.0,0.010015408320493066,1.0,0.0,0.0,,,0.0,1.5088659830331368,0.13544553999926318,0.13355464198562228
448,0.0,22.0,219.0,0.0,184.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=JO-PIPOMORRI-DISTLIST1,OU=TEST,OU=ESM,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,JO-PIPOMORRI-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4027,JO-pipomorri-distlist1,1742159264.0,0.0,0.0,0.0,False,13.0,26.0,"                                   label       kind  \
id                                                    
0             ADMINISTRATORS@MYLAB.LOCAL      Group   
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
1023            ANDREA_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
3272  JO-PIPOMORRI-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
889         PA-COM-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
0                          MYLAB.LOCAL-S-1-5-32-544        True   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1023  S-1-5-21-1333368235-828418111-1849936505-2378        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
3272  S-1-5-21-1333368235-828418111-1849936505-4027       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
889   S-1-5-21-1333368235-828418111-1849936505-3962       False   

      isOwnedObject                        lastSeen  
id                                                   
0             False        2025-03-16T21:35:40.441Z  
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1023          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
3272          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
889           False        2025-03-16T21:35:39.799Z  ","   source target         label          kind                        lastSeen
0    3272    889    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
1     889    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
2     870   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
3    1019    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
4     889    871    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
5     871   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
6     889    869    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
7     869    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
8     477    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
9     889   1023    GenericAll    GenericAll  2025-03-16T21:35:34.829357333Z
10   1023      0      MemberOf      MemberOf  2025-03-16T21:35:38.201365484Z
11      0    128  GenericWrite  GenericWrite   2025-03-16T21:35:36.88777499Z
12    871   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
13   1002    128      Contains      Contains   2025-03-16T21:35:36.88777499Z
14    889    872    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
15    872   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
16    869   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
17    870   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
18    872    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
19    889    877    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
20    877   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
21      0    128    WriteOwner    WriteOwner   2025-03-16T21:35:36.88777499Z
22    872   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
23      0    128     WriteDacl     WriteDacl   2025-03-16T21:35:36.88777499Z
24    871    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
25    870    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z","['MYLAB.LOCAL-S-1-5-32-544' '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-2378'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-4027'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3962']",506.0,,,,0.006159014557670772,0.503448275862069,0.8666666666666667,0.07087827426810478,1.0,55.0,0.07670850767085077,354.37593984962405,332.37593984962405,0.9065967719810074,3.4304575110063693,0.30793998621982444,0.27810143557499944
449,0.0,0.0,218.0,0.0,20.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SA-ADM-DISTLIST1,OU=DEVICES,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,SA-ADM-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4028,SA-adm-distlist1,1742159264.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],238.0,,,,0.0,0.5011494252873563,0.0,0.007704160246533128,1.0,0.0,0.0,637.8181818181819,637.8181818181819,0.8211198939686609,2.3299734795025504,0.2091534434892581,0.13080660408468353
451,0.0,0.0,285.0,0.0,18.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=55-ESTRELLAE-DISTLIST1,OU=DEVICES,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,55-ESTRELLAE-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4030,55-estrellae-distlist1,1742159265.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],303.0,,,,0.0,0.6551724137931034,0.0,0.006933744221879815,1.0,0.0,0.0,269.8,269.8,0.9241084165477889,2.586214574562772,0.2321552964574498,0.16653109679688702
452,0.0,0.0,218.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=ME-INF-DISTLIST1,OU=TST,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,ME-INF-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4031,ME-inf-distlist1,1742159265.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],242.0,,,,0.0,0.5011494252873563,0.0,0.009244992295839754,1.0,0.0,0.0,628.5882352941177,628.5882352941177,0.8237028602539174,2.334097277837113,0.20952362221855128,0.13300503440543454
453,0.0,27.0,278.0,0.0,111.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CH-2.29316E1-DISTLIST1,OU=SERVICEACCOUNTS,OU=FIN,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,CH-2.29316E1-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4032,CH-2.29316E1-distlist1,1742159265.0,0.0,0.0,0.0,False,5.0,5.0,"                                   label   kind  \
id                                                
1019             LOUIS_TYLER@MYLAB.LOCAL   User   
128            DOMAIN ADMINS@MYLAB.LOCAL  Group   
477            JENNA_HARDING@MYLAB.LOCAL   User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL  Group   
896   CH-2.29316E1-DISTLIST1@MYLAB.LOCAL  Group   

                                           objectId  isTierZero  \
id                                                                
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
896   S-1-5-21-1333368235-828418111-1849936505-4032       False   

      isOwnedObject                        lastSeen  
id                                                   
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
896           False        2025-03-16T21:35:40.428Z  ","  source target       label        kind                        lastSeen
0    896    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
1    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
2    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
4   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-4032']",464.0,,,,0.0075587905935050395,0.639080459770115,0.16666666666666666,0.04275808936825886,1.0,43.0,0.0599721059972106,430.0153846153846,403.0153846153846,0.8868285854846407,2.8028646978803966,0.25160320851434065,0.25501791720711414
454,0.0,58.0,220.0,0.0,33.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TA-24D-DISTLIST1,OU=SERVICEACCOUNTS,OU=OGC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,TA-24D-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4033,TA-24d-distlist1,1742159265.0,0.0,0.0,0.0,False,3.0,2.0,"                             label   kind  \
id                                          
1019       LOUIS_TYLER@MYLAB.LOCAL   User   
128      DOMAIN ADMINS@MYLAB.LOCAL  Group   
877   TA-24D-DISTLIST1@MYLAB.LOCAL  Group   

                                           objectId  isTierZero  \
id                                                                
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   

      isOwnedObject                  lastSeen  
id                                             
1019          False  2025-03-16T21:35:40.117Z  
128           False  2025-03-16T21:35:40.428Z  
877           False  2025-03-16T21:35:40.428Z  ","  source target       label        kind                        lastSeen
0    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
1   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-4033']",567.0,,,,0.016237402015677492,0.5057471264367817,0.06666666666666667,0.012711864406779662,1.0,254.0,0.3542538354253835,362.25,304.25,0.9144677118811814,2.8700846068324704,0.25763730098451004,0.31162749796645195
455,0.0,0.0,218.0,0.0,105.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=GL-MIL-DISTLIST1,OU=SERVICEACCOUNTS,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,GL-MIL-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4034,GL-mil-distlist1,1742159266.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],323.0,,,,0.0,0.5011494252873563,0.0,0.04044684129429892,1.0,0.0,0.0,,,0.0,1.5415962665816552,0.13838362129966233,0.17752324840064193
456,0.0,0.0,276.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=DA-NIG-DISTLIST1,OU=DEVICES,OU=AZR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,DA-NIG-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4035,DA-nig-distlist1,1742159266.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],300.0,,,,0.0,0.6344827586206897,0.0,0.009244992295839754,1.0,0.0,0.0,25.5625,25.5625,0.9924573746322751,2.6361851255488045,0.23664097533050532,0.16488227405632377
457,0.0,0.0,218.0,0.0,66.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CA-ZACEFRON8-ADMINGROUP1,OU=ITS,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,CA-ZACEFRON8-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4036,CA-ZacEfron8-admingroup1,1742159266.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],284.0,,,,0.0,0.5011494252873563,0.0,0.025423728813559324,1.0,0.0,0.0,267.35897435897436,267.35897435897436,0.9247915285155318,2.4513646826164477,0.22005030062687506,0.15608855277331984
458,0.0,0.0,296.0,0.0,30.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=IS-649822120-DISTLIST1,OU=SERVICEACCOUNTS,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,IS-649822120-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4037,IS-649822120-distlist1,1742159266.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],326.0,,,,0.0,0.6804597701149425,0.0,0.011556240369799691,1.0,0.0,0.0,,,0.0,1.6920160104847422,0.151886267438287,0.17917207114120517
459,0.0,0.0,369.0,0.0,31.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CE-MIL-ADMINGROUP1,OU=DEVICES,OU=GOO,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,CE-MIL-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4038,CE-mil-admingroup1,1742159267.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],400.0,,,,0.0,0.8482758620689655,0.0,0.011941448382126348,1.0,0.0,0.0,449.1304347826087,449.1304347826087,0.8739234598141619,2.734140770265254,0.24543410563086818,0.2198430320750984
460,0.0,0.0,242.0,0.0,57.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=WE-WILLIS140-DISTLIST1,OU=DEVICES,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,WE-WILLIS140-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4039,WE-willis140-distlist1,1742159267.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],299.0,,,,0.0,0.5563218390804597,0.0,0.021956856702619414,1.0,0.0,0.0,620.95,620.95,0.8258403920578258,2.404119087840905,0.21580923139414174,0.16433266647613604
461,0.0,0.0,217.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MY-AZU-ADMINGROUP1,OU=GROUPS,OU=OGC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,MY-AZU-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4040,MY-azu-admingroup1,1742159267.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],240.0,,,,0.0,0.49885057471264366,0.0,0.008859784283513097,1.0,0.0,0.0,803.8571428571429,803.8571428571429,0.774654506841608,2.282364865837765,0.20487978734023382,0.13190581924505904
462,0.0,0.0,386.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LO-ENC-DISTLIST1,OU=SERVICEACCOUNTS,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,LO-ENC-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4041,LO-enc-distlist1,1742159268.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],408.0,,,,0.0,0.8873563218390804,0.0,0.00847457627118644,1.0,0.0,0.0,245.6875,245.6875,0.9308562101986908,2.8266871083089575,0.25374166168437917,0.22423989271660033
464,0.0,0.0,247.0,0.0,31.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=HA-CHE-ADMINGROUP1,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,HA-CHE-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4043,HA-che-admingroup1,1742159268.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],278.0,,,,0.0,0.5678160919540229,0.0,0.011941448382126348,1.0,0.0,0.0,,,0.0,1.5797575403361492,0.1418092233006743,0.15279090729219338
465,0.0,0.0,296.0,0.0,26.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=NA-078-ADMINGROUP1,OU=SERVICEACCOUNTS,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,NA-078-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4044,NA-078-admingroup1,1742159269.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],322.0,,,,0.0,0.6804597701149425,0.0,0.010015408320493066,1.0,0.0,0.0,405.42105263157896,405.42105263157896,0.8861553682170055,2.5766305466524413,0.23129497231317211,0.1769736408204542
466,0.0,16.0,270.0,0.0,50.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-27O-DISTLIST1,OU=SERVICEACCOUNTS,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,AN-27O-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4045,AN-27o-distlist1,1742159271.0,0.0,0.0,0.0,False,8.0,9.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
2648         DANE_GRAY@MYLAB.LOCAL       User   
477      JENNA_HARDING@MYLAB.LOCAL       User   
870   DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
873   JE-SIE-DISTLIST1@MYLAB.LOCAL      Group   
897   AN-27O-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
2648  S-1-5-21-1333368235-828418111-1849936505-3337       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
873   S-1-5-21-1333368235-828418111-1849936505-3769       False   
897   S-1-5-21-1333368235-828418111-1849936505-4045       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
2648          False  2025-03-16T21:35:35.888256268Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
873           False        2025-03-16T21:35:39.799Z  
897           False        2025-03-16T21:35:40.428Z  ","  source target       label        kind                        lastSeen
0    897   2648  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
1   2648    873    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2    873    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
3    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
4    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
6   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
7    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
8   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-3337'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3769'
 'S-1-5-21-1333368235-828418111-1849936505-4045']",365.0,,,,0.004479283314669653,0.6206896551724138,0.3,0.01926040061633282,1.0,20.0,0.02789400278940028,291.4634146341463,275.4634146341463,0.9225235309776191,2.8948468728704357,0.2598601216543588,0.2006067667685273
